school_name,classification,detail_url,extraction_timestamp,status,teaching_directorate,neighborhood,municipality,phone,email,ideb_score_final_years,idesp_score_final_years,ideb_score_high_school,idesp_score_high_school,total_students,age_06_10_final_years,age_11_14_final_years,age_15_17_final_years,age_18_plus_final_years,age_06_10_high_school,age_11_14_high_school,age_15_17_high_school,age_18_plus_high_school,total_classes,classes_final_years,classes_high_school,total_classrooms,error_message
ARY LEITE PEREIRA PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=47296,2025-07-30T11:32:09.988805,SUCCESS,LIMEIRA,VILA ROSANA,LIMEIRA,(19) 34519299,E047296A@EDUCACAO.SP.GOV.BR,5.60,3.37,,2.20,377,3,229,12,,,2,123,8,13,8,5,9,
ARY MENEGATTO PROF,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=17188,2025-07-30T11:32:09.988805,SUCCESS,AMERICANA,VILA BELVEDERE,AMERICANA,(19) 34681815,E017188A@EDUCACAO.SP.GOV.BR,4.80,3.31,3.70,2.29,933,3,192,5,,,26,500,20,29,7,16,13,
ARY MONTEIRO GALVAO PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=18557,2025-07-30T11:32:09.988805,SUCCESS,CAMPINAS LESTE,JARDIM EULINA,CAMPINAS,(19) 32427388,E018557A@EDUCACAO.SP.GOV.BR,,,,,199,,,,,,,,,10,,,8,
ARY PINTO DAS NEVES PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=434711,2025-07-30T11:32:09.988805,SUCCESS,SAO CARLOS,CIDADE ARACY,SAO CARLOS,(16) 33662983,E434711A@EDUCACAO.SP.GOV.BR,5.10,3.00,,,475,,448,27,,,,,,16,16,,10,
ASA BRANCA DA SERRA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=918659,2025-07-30T11:32:09.988805,SUCCESS,ITAPECERICA DA SERRA,JARDIM NISALVES,ITAPECERICA DA SERRA,(11) 46661967,E918659A@EDUCACAO.SP.GOV.BR,5.50,3.06,4.60,2.16,632,9,353,12,,,10,166,12,22,13,6,15,
ASCANIO DE AZEVEDO CASTILHO PROF,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=3098,2025-07-30T11:32:09.988805,SUCCESS,LESTE 4,CIDADE LIDER,SAO PAULO,(11) 27482693,E003098A@EDUCACAO.SP.GOV.BR,,,,,576,,,,,,,,,20,,,13,
ASCENDINO REIS PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=2252,2025-07-30T11:32:09.988805,SUCCESS,LESTE 5,TATUAPE,SAO PAULO,(11) 26730125,E002252A@EDUCACAO.SP.GOV.BR,,,,2.37,1212,,,,,,14,1121,77,31,,31,18,
ASDRUBAL DO NASCIMENTO QUEIROZ PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=925597,2025-07-30T11:32:09.988805,SUCCESS,ITAPECERICA DA SERRA,JARDIM ANALANDIA,ITAPECERICA DA SERRA,(11) 46697164,E925597A@EDUCACAO.SP.GOV.BR,5.40,3.36,4.60,2.48,462,9,269,4,,,5,93,1,18,11,4,12,
ASP SANDRO ALVES DA SILVA,CLASSE PENITENCIÁRIA,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=464831,2025-07-30T11:32:09.989805,SUCCESS,RIBEIRAO PRETO,ZONA RURAL,SERRA AZUL,(16) 39829133,CTE@P3SERRAAZUL.SAP.SP.GOV.BR,,,,,0,,,,,,,,,0,,,6,
ASSENTAMENTO SANTA CLARA,AREA DE ASSENTAMENTO,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=925810,2025-07-30T11:32:09.989805,SUCCESS,MIRANTE DO PARANAPANEMA,SANTA CLARA,MIRANTE DO PARANAPANEMA,(18) 46354651,E925810A@EDUCACAO.SP.GOV.BR,5.80,0.17,4.90,,302,1,99,6,,,1,53,5,16,4,5,10,
ASSENTAMENTO SANTA ZELIA,AREA DE ASSENTAMENTO,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=297380,2025-07-30T11:32:09.989805,SUCCESS,MIRANTE DO PARANAPANEMA,SANTA ZELIA,TEODORO SAMPAIO,(18) 32548401,E297380A@EDUCACAO.SP.GOV.BR,,0.91,,0.71,98,,24,4,,,,17,1,13,4,3,6,
ASSENTAMENTO ZUMBI DOS PALMARES,AREA DE ASSENTAMENTO,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=566032,2025-07-30T11:32:09.989805,SUCCESS,AVARE,AREA RURAL DE IARAS,IARAS,(14) 37641116,E566032A@EDUCACAO.SP.GOV.BR,,,,,58,,,,,,2,54,2,3,,3,11,
ASSIS CHATEAUBRIAND,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=35646,2025-07-30T11:32:09.989805,SUCCESS,SUL 1,JARDIM MARIA LUIZA,SAO PAULO,(11) 26588711,E035646A@EDUCACAO.SP.GOV.BR,,,,,916,,,,,,,,,31,,,18,
ASSIS JOSE AMBROSIO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=906141,2025-07-30T11:32:09.989805,SUCCESS,NORTE 2,JARDIM PERI,SAO PAULO,(11) 38518266,E906141A@EDUCACAO.SP.GOV.BR,4.20,2.33,3.80,1.47,1193,1,355,44,,,,174,17,40,12,6,21,
ASSUERO QUADRI PRESTES DR PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=496534,2025-07-30T11:32:09.989805,SUCCESS,FRANCA,JARDIM LUIZA II,FRANCA,(16) 37131080,E496534A@EDUCACAO.SP.GOV.BR,5.40,3.01,3.70,1.22,488,,334,16,,,,113,25,17,12,5,16,
ASTOLFO ARAUJO DEPUTADO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=2598,2025-07-30T11:32:09.989805,SUCCESS,LESTE 4,JARDIM MARINGA,SAO PAULO,(11) 27421923,E002598A@EDUCACAO.SP.GOV.BR,5.20,3.42,4.20,1.54,394,,197,11,,,,177,9,11,6,5,13,
ASTOR VASQUES LOPES PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=908236,2025-07-30T11:32:09.989805,SUCCESS,ITAPETININGA,JARDIM BRASIL,ITAPETININGA,(15) 32731140,E908236A@EDUCACAO.SP.GOV.BR,,,,,203,,,,,,,,,7,,,7,
ASTROGILDO ARRUDA PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=37035,2025-07-30T11:32:09.989805,SUCCESS,LESTE 2,VILA CAROLINA,SAO PAULO,(11) 22970171,E037035A@EDUCACAO.SP.GOV.BR,,,5.20,3.73,356,,,,,,3,335,18,11,,11,16,
ASTROGILDO SILVA PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=4364,2025-07-30T11:32:09.989805,SUCCESS,CENTRO SUL,JARDIM PATENTE,SAO PAULO,(11) 29463618,E004364A@EDUCACAO.SP.GOV.BR,5.00,3.02,,,641,2,318,22,,,,,,23,12,,16,
ATAEL FERNANDO COSTA REVERENDO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=906612,2025-07-30T11:32:09.989805,SUCCESS,DIADEMA,TABOAO,DIADEMA,(11) 40710677,E906612A@EDUCACAO.SP.GOV.BR,,,,,277,,,,,,,,,10,,,10,
ATALIBA DE OLIVEIRA PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=4339,2025-07-30T11:32:09.989805,SUCCESS,CENTRO SUL,SAO JOAO CLIMACO,SAO PAULO,(11) 29462166,E004339A@EDUCACAO.SP.GOV.BR,,,,1.80,1598,,,,,,5,1142,194,45,,38,16,
ATALIBA JULIO DE OLIVEIRA PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=49293,2025-07-30T11:32:09.989805,SUCCESS,ITAPETININGA,VILA NOVA ITAPETININGA,ITAPETININGA,(15) 32711200,E049293A@EDUCACAO.SP.GOV.BR,,,,,314,,,,,,,,,10,,,11,
ATALIBA LEONEL,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=34459,2025-07-30T11:32:09.989805,SUCCESS,PIRAJU,CENTRO,PIRAJU,(14) 33511197,E034459A@EDUCACAO.SP.GOV.BR,5.30,3.06,4.90,2.50,302,2,232,,,,,66,2,10,7,3,11,
ATALIBA NOGUEIRA BARAO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=18764,2025-07-30T11:32:09.989805,SUCCESS,CAMPINAS LESTE,JARDIM MAGNOLIA,CAMPINAS,(19) 32132400,E018764A@EDUCACAO.SP.GOV.BR,5.30,3.71,,2.54,285,1,278,6,,,,,,9,9,,9,
ATALIBA PIRES DO AMARAL PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=49529,2025-07-30T11:32:09.989805,SUCCESS,LIMEIRA,CONJUNTO RESIDENCIAL VICTOR DANDREA,LIMEIRA,(19) 34414071,E049529A@EDUCACAO.SP.GOV.BR,5.40,4.03,,,251,,244,7,,,,,,8,8,,8,
ATAULPHO ALVES,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=3037,2025-07-30T11:32:09.989805,SUCCESS,LESTE 2,VILA ROSARIA,SAO PAULO,(11) 22970224,E003037A@EDUCACAO.SP.GOV.BR,5.20,3.49,4.10,1.77,649,,,,,,6,459,35,18,,14,17,
ATILIO INNOCENTI PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=14965,2025-07-30T11:32:09.990805,SUCCESS,BOTUCATU,VILA SANTA HELENA,SAO MANUEL,(14) 38412155,E014965A@EDUCACAO.SP.GOV.BR,,,5.60,3.81,261,5,135,,,,8,110,3,7,4,3,7,
ATILLIO TOGNATO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=902007,2025-07-30T11:32:09.990805,SUCCESS,SANTO ANDRE,JARDIM ALVORADA,SANTO ANDRE,(11) 44536536,E902007A@EDUCACAO.SP.GOV.BR,,,,,356,,,,,,,,,12,,,13,
ATTILIA PRADO MARGARIDO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=914997,2025-07-30T11:32:09.990805,SUCCESS,SAO CARLOS,PLANALTO PARAISO,SAO CARLOS,(16) 33075998,E914997A@EDUCACAO.SP.GOV.BR,5.20,2.95,4.40,2.18,1245,1,425,29,,,10,511,33,36,14,14,18,
ATTILIO DEXTRO PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=919159,2025-07-30T11:32:09.990805,SUCCESS,AMERICANA,JARDIM DOS CEDROS,SANTA BARBARA D'OESTE,(19) 34584161,E919159A@EDUCACAO.SP.GOV.BR,6.20,3.46,5.20,3.71,146,6,122,5,,,,13,,6,5,1,6,
ATTILIO VIDAL LAFRATA PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=462925,2025-07-30T11:32:09.990805,SUCCESS,PIRACICABA,CAMPESTRE,PIRACICABA,(19) 34324729,E462925A@EDUCACAO.SP.GOV.BR,5.80,2.45,,1.74,496,1,270,12,,,2,140,4,16,9,5,13,
AUDA MALTA PROFESSORA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=34548,2025-07-30T11:32:09.990805,SUCCESS,TUPA,CENTRO,ARCO-IRIS,(14) 34771129,E034548A@EDUCACAO.SP.GOV.BR,,,3.70,,117,,86,1,,,3,26,1,7,4,3,8,
AUGUST JOHANNES FERDINANDUS STAUDER PADRE,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=6452,2025-07-30T11:32:09.990805,SUCCESS,GUARULHOS SUL,CIDADE ARACILIA,GUARULHOS,(11) 24802586,E006452A@EDUCACAO.SP.GOV.BR,6.10,3.00,4.30,1.50,380,4,276,12,,,4,79,5,14,9,5,14,
AUGUSTA DO AMARAL PECANHA PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=42602,2025-07-30T11:32:09.990805,SUCCESS,BRAGANCA PAULISTA,POUSO ALEGRE,PIRACAIA,(11) 40364097,E042602A@EDUCACAO.SP.GOV.BR,5.40,3.24,4.20,3.10,603,10,259,18,,,8,238,27,16,8,7,9,
AUGUSTO BAILLOT PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=36559,2025-07-30T11:32:09.990805,SUCCESS,LESTE 4,JARDIM SAO JOSE ARTUR ALVIM,SAO PAULO,(11) 27413799,E036559A@EDUCACAO.SP.GOV.BR,,,,,264,,,,,,,,,10,,,19,
AUGUSTO DA SILVA CESAR PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=21957,2025-07-30T11:32:09.990805,SUCCESS,ARARAQUARA,CENTRO,ARARAQUARA,(16) 33224918,E021957A@EDUCACAO.SP.GOV.BR,5.50,2.88,5.20,1.87,309,1,229,11,,,3,64,1,11,7,4,8,
AUGUSTO DE MACEDO COSTA DOUTOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=632,2025-07-30T11:32:09.990805,SUCCESS,NORTE 1,VILA CRUZ DAS ALMAS,SAO PAULO,(11) 39757040,E000632A@EDUCACAO.SP.GOV.BR,,,,,384,,,,,,,,,12,,,13,
AUGUSTO DE OLIVEIRA JORDAO PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=921397,2025-07-30T11:32:09.990805,SUCCESS,DIADEMA,TABOAO,DIADEMA,(11) 40710268,E921397A@EDUCACAO.SP.GOV.BR,4.90,3.41,4.70,2.45,653,6,299,16,,,6,299,27,19,10,9,13,
AUGUSTO DE SOUZA SARDINHA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=907467,2025-07-30T11:32:09.990805,SUCCESS,PIRASSUNUNGA,TAQUARI,LEME,(19) 35540331,E907467A@EDUCACAO.SP.GOV.BR,5.40,0.24,,0.42,77,2,44,,,,,28,3,7,4,3,4,
AUGUSTO DO AMARAL DEPUTADO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=38131,2025-07-30T11:32:09.990805,SUCCESS,CENTRO OESTE,VILA LAGEADO,SAO PAULO,(11) 37682342,E038131A@EDUCACAO.SP.GOV.BR,5.90,4.55,,,595,1,330,18,,,,,,18,10,,9,
AUGUSTO MARIANI DR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=29397,2025-07-30T11:32:09.990805,SUCCESS,ANDRADINA,JARDIM ALVORADA,ANDRADINA,(18) 37221690,E029397A@EDUCACAO.SP.GOV.BR,4.90,2.40,4.10,1.64,725,10,397,19,,,12,265,22,22,13,9,13,
AUGUSTO MEIRELLES REIS FILHO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=462,2025-07-30T11:32:09.990805,SUCCESS,CENTRO,IMIRIM,SAO PAULO,(11) 22392001,E000462A@EDUCACAO.SP.GOV.BR,5.30,2.93,4.70,1.37,474,,272,13,,,4,106,5,14,8,4,18,
AUGUSTO MELEGA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=914137,2025-07-30T11:32:09.990805,SUCCESS,PIRACICABA,CAMPESTRE,PIRACICABA,(19) 34111105,E914137A@EDUCACAO.SP.GOV.BR,5.90,3.28,4.80,2.08,224,1,143,2,,,,77,1,7,4,3,7,
AUGUSTO PAES D AVILA REVERENDO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=12191,2025-07-30T11:32:09.990805,SUCCESS,SAO VICENTE,AVIACAO,PRAIA GRANDE,(13) 34812613,E012191A@EDUCACAO.SP.GOV.BR,,,5.20,2.34,352,,,,,,4,270,16,9,,7,9,
AUGUSTO PEREIRA DE MORAES,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=30466,2025-07-30T11:32:09.991825,SUCCESS,PENAPOLIS,CENTRO,PENAPOLIS,(18) 36520890,E030466A@EDUCACAO.SP.GOV.BR,,,,,325,,,,,,,,,12,,,15,
AUGUSTO RIBEIRO DE CARVALHO PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=450,2025-07-30T11:32:09.991825,SUCCESS,NORTE 1,NOSSA SENHORA DO O,SAO PAULO,(11) 39763034,E000450A@EDUCACAO.SP.GOV.BR,4.90,3.51,,2.66,1278,,304,35,,,2,725,123,36,12,22,23,
AUGUSTO SAES PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=20771,2025-07-30T11:32:09.991825,SUCCESS,PIRACICABA,NOVA AMERICA,PIRACICABA,(19) 34111185,E020771A@EDUCACAO.SP.GOV.BR,6.00,4.40,,,426,1,402,22,1,,,,,12,12,,15,
AUREA ANUNCIACAO AMERICO DE GODOI PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=18156,2025-07-30T11:32:09.991825,SUCCESS,CAMPINAS OESTE,JARDIM SAMAMBAIA,CAMPINAS,(19) 32765211,E018156A@EDUCACAO.SP.GOV.BR,4.60,2.91,4.30,2.62,750,1,241,24,,,2,215,12,24,8,6,14,
AUREA DE OLIVEIRA PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=28666,2025-07-30T11:32:09.991825,SUCCESS,SAO JOSE DO RIO PRETO,CENTRO,BADY BASSITT,(17) 32581206,E028666A@EDUCACAO.SP.GOV.BR,5.50,3.57,4.30,2.30,1070,,280,17,,,18,683,40,34,9,24,14,
AUREA MOREIRA RACHOU PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=11198,2025-07-30T11:32:09.991825,SUCCESS,CARAGUATATUBA,SERTAO DO MEIO,UBATUBA,(12) 38498259,E011198A@EDUCACAO.SP.GOV.BR,4.30,2.31,,1.98,812,4,490,28,,,1,208,11,26,17,7,12,
AURELIANO LEITE DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=10881,2025-07-30T11:32:09.991825,SUCCESS,OSASCO,VILA MENK,OSASCO,(11) 36012467,E010881A@EDUCACAO.SP.GOV.BR,4.80,2.66,4.10,1.68,1435,1,526,39,,,3,607,74,40,17,18,15,
AURELIANO MENDONCA PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=35828,2025-07-30T11:32:09.991825,SUCCESS,SAO JOSE DO RIO PRETO,CIDADE NOVA,SAO JOSE DO RIO PRETO,(17) 32276657,E035828A@EDUCACAO.SP.GOV.BR,,,,1.54,349,,,,,,5,327,17,11,,11,13,
AURELINA FERREIRA PROFESSORA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=47824,2025-07-30T11:32:09.991825,SUCCESS,CARAGUATATUBA,ESTUFA II,UBATUBA,(12) 38321065,E047824A@EDUCACAO.SP.GOV.BR,4.50,2.66,4.50,2.20,607,,393,21,,,1,141,9,22,14,6,16,
AURELIO ARROBAS MARTINS,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=23565,2025-07-30T11:32:09.991825,SUCCESS,JABOTICABAL,CENTRO,JABOTICABAL,(16) 32020153,E023565A@EDUCACAO.SP.GOV.BR,5.00,2.94,4.30,2.32,901,5,226,9,,,13,518,23,27,8,16,25,
AURELIO BUARQUE DE HOLANDA FERREIRA PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=909191,2025-07-30T11:32:09.991825,SUCCESS,LESTE 2,JARDIM ROBRU,SAO PAULO,(11) 20351836,E909191A@EDUCACAO.SP.GOV.BR,5.60,2.81,4.40,2.37,528,2,510,16,,,,,,15,15,,15,
AURELIO CAMPOS DEPUTADO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=44428,2025-07-30T11:32:09.991825,SUCCESS,SUL 3,VILA DA PAZ,SAO PAULO,(11) 56666579,E044428A@EDUCACAO.SP.GOV.BR,,,,,418,,,,,,,,,16,,,10,
AURORA COELHO PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=920411,2025-07-30T11:32:09.991825,SUCCESS,REGISTRO,JARDIM XANGRILA,REGISTRO,(13) 38211592,E920411A@EDUCACAO.SP.GOV.BR,5.10,3.05,4.50,1.46,368,7,196,11,,,6,86,,16,10,4,10,
AURORA FERRAZ VIANNA DOS SANTOS PROFESSORA DONA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=922511,2025-07-30T11:32:09.991825,SUCCESS,JABOTICABAL,PARQUE PRIMEIRO DE MAIO,JABOTICABAL,(16) 32028575,E922511A@EDUCACAO.SP.GOV.BR,4.40,1.71,,2.13,581,13,266,24,,,14,248,16,20,10,10,14,
AURORA SCODRO GROFF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=907424,2025-07-30T11:32:09.991825,SUCCESS,CAPIVARI,VILA MARIA HELENA,INDAIATUBA,(19) 38752921,E907424A@EDUCACAO.SP.GOV.BR,6.40,4.54,5.50,3.70,389,1,234,10,,,4,134,6,12,7,5,13,
AVELINA PALMA LOSSO PROFESSORA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=920800,2025-07-30T11:32:09.991825,SUCCESS,PIRACICABA,LOTEAMENTO SANTA ROSA,PIRACICABA,(19) 34135443,E920800A@EDUCACAO.SP.GOV.BR,6.50,3.33,4.30,2.67,255,,168,9,,,,74,4,10,8,2,8,
AVELINO APARECIDO RIBEIRO DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=14552,2025-07-30T11:32:09.992817,SUCCESS,AVARE,CENTRO,IARAS,(14) 37641116,E014552A@EDUCACAO.SP.GOV.BR,,,4.40,1.89,171,,,,,,9,153,9,6,,6,10,
AVELINO FERREIRA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=11393,2025-07-30T11:32:09.992817,SUCCESS,CARAGUATATUBA,JARDIM PORTO NOVO,CARAGUATATUBA,(12) 38871392,E011393A@EDUCACAO.SP.GOV.BR,,,4.30,2.12,653,,,,,,8,293,12,20,,8,12,
AYMAR BAPTISTA PRADO PROFESSOR DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=905800,2025-07-30T11:32:09.992817,SUCCESS,RIBEIRAO PRETO,PARQUE RESIDENCIAL CIDADE UNIVERSITARIA,RIBEIRAO PRETO,(16) 36308866,E905800A@EDUCACAO.SP.GOV.BR,,,,,348,,,,,,,,,14,,,8,
AYMORE DO BRASIL PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=22445,2025-07-30T11:32:09.992817,SUCCESS,BARRETOS,CLEMENTINA,BARRETOS,(17) 33223605,E022445A@EDUCACAO.SP.GOV.BR,5.50,3.87,,,280,,263,17,,,,,,9,9,,11,
AYR PICANCO BARBOSA DE ALMEIDA PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=47958,2025-07-30T11:32:09.992817,SUCCESS,SAO JOSE DOS CAMPOS,BOSQUE DOS EUCALIPTOS,SAO JOSE DOS CAMPOS,(12) 39171629,E047958A@EDUCACAO.SP.GOV.BR,5.90,4.12,4.70,2.78,1333,1,469,27,,,5,445,19,39,14,12,21,
AYRES DE MOURA PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=12,2025-07-30T11:32:09.992817,SUCCESS,NORTE 1,VILA JAGUARA,SAO PAULO,(11) 36251633,E000012A@EDUCACAO.SP.GOV.BR,6.00,3.55,,,589,4,571,14,,,,,,17,17,,24,
AYRES NETO DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=39287,2025-07-30T11:32:09.992817,SUCCESS,SUL 1,PARQUE DOROTEIA,SAO PAULO,(11) 26588581,E039287A@EDUCACAO.SP.GOV.BR,,2.92,3.90,2.02,1182,2,391,27,1,,3,672,45,32,13,18,22,
AYRTON BUSCH PROF,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=25239,2025-07-30T11:32:09.992817,SUCCESS,BAURU,PARQUE JARAGUA,BAURU,(14) 32186700,E025239A@EDUCACAO.SP.GOV.BR,4.70,1.62,,1.55,934,20,432,29,,,15,308,10,26,13,9,14,
AYRTON SENNA DA SILVA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=924799,2025-07-30T11:32:09.992817,SUCCESS,SUL 3,VARGEM GRANDE,SAO PAULO,(11) 59213455,E924799A@EDUCACAO.SP.GOV.BR,,,,,707,,,,,,,,,24,,,12,
AYRTON SENNA DA SILVA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=921105,2025-07-30T11:32:09.992817,SUCCESS,SAO BERNARDO DO CAMPO,PARQUE TERRA NOVA II,SAO BERNARDO DO CAMPO,(11) 43470416,E921105A@EDUCACAO.SP.GOV.BR,5.90,3.54,4.70,1.87,507,1,327,9,,,2,105,11,16,9,5,11,
AZARIAS LEITE,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=43597,2025-07-30T11:32:09.992817,SUCCESS,BAURU,JARDIM DONA LILI,BAURU,(14) 32031212,E043597A@EDUCACAO.SP.GOV.BR,,2.83,,2.29,790,15,319,25,,,9,401,21,23,11,12,14,
AZARIAS MENDES PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=908320,2025-07-30T11:32:09.992817,SUCCESS,VOTORANTIM,JARDIM CLARICE I,VOTORANTIM,(15) 32433763,E908320A@EDUCACAO.SP.GOV.BR,5.80,3.29,4.40,2.42,549,6,333,5,,,5,158,4,15,9,5,9,
AZARIAS RIBEIRO CEL,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=40186,2025-07-30T11:32:09.992817,SUCCESS,ASSIS,SAO  JOSE DAS LARANJEIRAS,MARACAI,(18) 33791247,E040186A@EDUCACAO.SP.GOV.BR,,0.63,,0.17,76,2,46,,,,3,25,,7,4,3,12,
AZEVEDO JUNIOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=11708,2025-07-30T11:32:09.992817,SUCCESS,SANTOS,VILA BELMIRO,SANTOS,(13) 32523744,E011708A@EDUCACAO.SP.GOV.BR,5.40,3.37,,,501,1,471,29,,,,,,15,15,,16,
AZEVEDO SOARES,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=5666,2025-07-30T11:32:09.992817,SUCCESS,CAIEIRAS,P ALEGRE,FRANCO DA ROCHA,(11) 44493577,E005666A@EDUCACAO.SP.GOV.BR,5.10,2.50,4.90,1.28,589,5,361,6,,,12,138,1,18,10,6,10,
BADY BASSIT DEPUTADO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=28548,2025-07-30T11:32:09.992817,SUCCESS,SAO JOSE DO RIO PRETO,VILA ANCHIETA,SAO JOSE DO RIO PRETO,(17) 32246485,E028548A@EDUCACAO.SP.GOV.BR,,,5.20,2.68,347,,,,,,2,330,15,13,,13,13,
